Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,CVSS v4.0 Base Score,CVSS v3.0 Base Score
"153808","CVE-2018-20217","6.5","Medium","10.255.112.211","tcp","0","Debian DLA-2771-1 : krb5 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2771 advisory.

    Several vulnerabilities were fixed in MIT Kerberos, a system for authenticating users and services on a
    network. CVE-2018-5729 CVE-2018-5730 Fix flaws in LDAP DN checking. CVE-2018-20217 Ignore password
    attributes for S4U2Self requests. CVE-2021-37750 Fix KDC null deref on TGS inner body null server. For
    Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3. We recommend that you upgrade
    your krb5 packages. For the detailed security status of krb5 please refer to its security tracker page at:
    https://security-tracker.debian.org/tracker/krb5 Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the krb5 packages.

For Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3.","https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891869
https://security-tracker.debian.org/tracker/source-package/krb5
https://www.debian.org/lts/security/2021/dla-2771
https://security-tracker.debian.org/tracker/CVE-2018-20217
https://security-tracker.debian.org/tracker/CVE-2018-5729
https://security-tracker.debian.org/tracker/CVE-2018-5730
https://security-tracker.debian.org/tracker/CVE-2021-37750
https://packages.debian.org/source/stretch/krb5","
Remote package installed : krb5-locales_1.15-1+deb9u1
Should be : krb5-locales_1.15-1+deb9u3
Remote package installed : libgssapi-krb5-2_1.15-1+deb9u1
Should be : libgssapi-krb5-2_1.15-1+deb9u3
Remote package installed : libk5crypto3_1.15-1+deb9u1
Should be : libk5crypto3_1.15-1+deb9u3
Remote package installed : libkrb5-3_1.15-1+deb9u1
Should be : libkrb5-3_1.15-1+deb9u3
Remote package installed : libkrb5support0_1.15-1+deb9u1
Should be : libkrb5support0_1.15-1+deb9u3
","","4.7"
"153808","CVE-2018-5729","6.5","Medium","10.255.112.211","tcp","0","Debian DLA-2771-1 : krb5 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2771 advisory.

    Several vulnerabilities were fixed in MIT Kerberos, a system for authenticating users and services on a
    network. CVE-2018-5729 CVE-2018-5730 Fix flaws in LDAP DN checking. CVE-2018-20217 Ignore password
    attributes for S4U2Self requests. CVE-2021-37750 Fix KDC null deref on TGS inner body null server. For
    Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3. We recommend that you upgrade
    your krb5 packages. For the detailed security status of krb5 please refer to its security tracker page at:
    https://security-tracker.debian.org/tracker/krb5 Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the krb5 packages.

For Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3.","https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891869
https://security-tracker.debian.org/tracker/source-package/krb5
https://www.debian.org/lts/security/2021/dla-2771
https://security-tracker.debian.org/tracker/CVE-2018-20217
https://security-tracker.debian.org/tracker/CVE-2018-5729
https://security-tracker.debian.org/tracker/CVE-2018-5730
https://security-tracker.debian.org/tracker/CVE-2021-37750
https://packages.debian.org/source/stretch/krb5","
Remote package installed : krb5-locales_1.15-1+deb9u1
Should be : krb5-locales_1.15-1+deb9u3
Remote package installed : libgssapi-krb5-2_1.15-1+deb9u1
Should be : libgssapi-krb5-2_1.15-1+deb9u3
Remote package installed : libk5crypto3_1.15-1+deb9u1
Should be : libk5crypto3_1.15-1+deb9u3
Remote package installed : libkrb5-3_1.15-1+deb9u1
Should be : libkrb5-3_1.15-1+deb9u3
Remote package installed : libkrb5support0_1.15-1+deb9u1
Should be : libkrb5support0_1.15-1+deb9u3
","","4.7"
"153808","CVE-2018-5730","6.5","Medium","10.255.112.211","tcp","0","Debian DLA-2771-1 : krb5 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2771 advisory.

    Several vulnerabilities were fixed in MIT Kerberos, a system for authenticating users and services on a
    network. CVE-2018-5729 CVE-2018-5730 Fix flaws in LDAP DN checking. CVE-2018-20217 Ignore password
    attributes for S4U2Self requests. CVE-2021-37750 Fix KDC null deref on TGS inner body null server. For
    Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3. We recommend that you upgrade
    your krb5 packages. For the detailed security status of krb5 please refer to its security tracker page at:
    https://security-tracker.debian.org/tracker/krb5 Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the krb5 packages.

For Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3.","https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891869
https://security-tracker.debian.org/tracker/source-package/krb5
https://www.debian.org/lts/security/2021/dla-2771
https://security-tracker.debian.org/tracker/CVE-2018-20217
https://security-tracker.debian.org/tracker/CVE-2018-5729
https://security-tracker.debian.org/tracker/CVE-2018-5730
https://security-tracker.debian.org/tracker/CVE-2021-37750
https://packages.debian.org/source/stretch/krb5","
Remote package installed : krb5-locales_1.15-1+deb9u1
Should be : krb5-locales_1.15-1+deb9u3
Remote package installed : libgssapi-krb5-2_1.15-1+deb9u1
Should be : libgssapi-krb5-2_1.15-1+deb9u3
Remote package installed : libk5crypto3_1.15-1+deb9u1
Should be : libk5crypto3_1.15-1+deb9u3
Remote package installed : libkrb5-3_1.15-1+deb9u1
Should be : libkrb5-3_1.15-1+deb9u3
Remote package installed : libkrb5support0_1.15-1+deb9u1
Should be : libkrb5support0_1.15-1+deb9u3
","","4.7"
"153808","CVE-2021-37750","6.5","Medium","10.255.112.211","tcp","0","Debian DLA-2771-1 : krb5 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2771 advisory.

    Several vulnerabilities were fixed in MIT Kerberos, a system for authenticating users and services on a
    network. CVE-2018-5729 CVE-2018-5730 Fix flaws in LDAP DN checking. CVE-2018-20217 Ignore password
    attributes for S4U2Self requests. CVE-2021-37750 Fix KDC null deref on TGS inner body null server. For
    Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3. We recommend that you upgrade
    your krb5 packages. For the detailed security status of krb5 please refer to its security tracker page at:
    https://security-tracker.debian.org/tracker/krb5 Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the krb5 packages.

For Debian 9 stretch, these problems have been fixed in version 1.15-1+deb9u3.","https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891869
https://security-tracker.debian.org/tracker/source-package/krb5
https://www.debian.org/lts/security/2021/dla-2771
https://security-tracker.debian.org/tracker/CVE-2018-20217
https://security-tracker.debian.org/tracker/CVE-2018-5729
https://security-tracker.debian.org/tracker/CVE-2018-5730
https://security-tracker.debian.org/tracker/CVE-2021-37750
https://packages.debian.org/source/stretch/krb5","
Remote package installed : krb5-locales_1.15-1+deb9u1
Should be : krb5-locales_1.15-1+deb9u3
Remote package installed : libgssapi-krb5-2_1.15-1+deb9u1
Should be : libgssapi-krb5-2_1.15-1+deb9u3
Remote package installed : libk5crypto3_1.15-1+deb9u1
Should be : libk5crypto3_1.15-1+deb9u3
Remote package installed : libkrb5-3_1.15-1+deb9u1
Should be : libkrb5-3_1.15-1+deb9u3
Remote package installed : libkrb5support0_1.15-1+deb9u1
Should be : libkrb5support0_1.15-1+deb9u3
","","4.7"
"153842","CVE-2021-34798","7.5","High","10.255.112.211","tcp","0","Debian DLA-2776-1 : apache2 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2776 advisory.

    Several vulnerabilities were discovered in the Apache HTTP server. An attacker could send proxied requests
    to arbitrary servers, corrupt memory in some setups involving third-party modules, and cause the server to
    crash. CVE-2021-34798 Malformed requests may cause the server to dereference a NULL pointer.
    CVE-2021-39275 ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No
    included modules pass untrusted data to these functions, but third-party / external modules may.
    CVE-2021-40438 A crafted request uri-path can cause mod_proxy to forward the request to an origin server
    choosen by the remote user. For Debian 9 stretch, these problems have been fixed in version
    2.4.25-3+deb9u11. We recommend that you upgrade your apache2 packages. For the detailed security status of
    apache2 please refer to its security tracker page at: https://security-tracker.debian.org/tracker/apache2
    Further information about Debian LTS security advisories, how to apply these updates to your system and
    frequently asked questions can be found at: https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the apache2 packages.

For Debian 9 stretch, these problems have been fixed in version 2.4.25-3+deb9u11.","https://security-tracker.debian.org/tracker/source-package/apache2
https://www.debian.org/lts/security/2021/dla-2776
https://security-tracker.debian.org/tracker/CVE-2021-34798
https://security-tracker.debian.org/tracker/CVE-2021-39275
https://security-tracker.debian.org/tracker/CVE-2021-40438
https://packages.debian.org/source/stretch/apache2","
Remote package installed : apache2_2.4.25-3+deb9u7
Should be : apache2_2.4.25-3+deb9u11
Remote package installed : apache2-bin_2.4.25-3+deb9u7
Should be : apache2-bin_2.4.25-3+deb9u11
Remote package installed : apache2-data_2.4.25-3+deb9u7
Should be : apache2-data_2.4.25-3+deb9u11
Remote package installed : apache2-utils_2.4.25-3+deb9u7
Should be : apache2-utils_2.4.25-3+deb9u11
","","9.8"
"153842","CVE-2021-39275","7.5","High","10.255.112.211","tcp","0","Debian DLA-2776-1 : apache2 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2776 advisory.

    Several vulnerabilities were discovered in the Apache HTTP server. An attacker could send proxied requests
    to arbitrary servers, corrupt memory in some setups involving third-party modules, and cause the server to
    crash. CVE-2021-34798 Malformed requests may cause the server to dereference a NULL pointer.
    CVE-2021-39275 ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No
    included modules pass untrusted data to these functions, but third-party / external modules may.
    CVE-2021-40438 A crafted request uri-path can cause mod_proxy to forward the request to an origin server
    choosen by the remote user. For Debian 9 stretch, these problems have been fixed in version
    2.4.25-3+deb9u11. We recommend that you upgrade your apache2 packages. For the detailed security status of
    apache2 please refer to its security tracker page at: https://security-tracker.debian.org/tracker/apache2
    Further information about Debian LTS security advisories, how to apply these updates to your system and
    frequently asked questions can be found at: https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the apache2 packages.

For Debian 9 stretch, these problems have been fixed in version 2.4.25-3+deb9u11.","https://security-tracker.debian.org/tracker/source-package/apache2
https://www.debian.org/lts/security/2021/dla-2776
https://security-tracker.debian.org/tracker/CVE-2021-34798
https://security-tracker.debian.org/tracker/CVE-2021-39275
https://security-tracker.debian.org/tracker/CVE-2021-40438
https://packages.debian.org/source/stretch/apache2","
Remote package installed : apache2_2.4.25-3+deb9u7
Should be : apache2_2.4.25-3+deb9u11
Remote package installed : apache2-bin_2.4.25-3+deb9u7
Should be : apache2-bin_2.4.25-3+deb9u11
Remote package installed : apache2-data_2.4.25-3+deb9u7
Should be : apache2-data_2.4.25-3+deb9u11
Remote package installed : apache2-utils_2.4.25-3+deb9u7
Should be : apache2-utils_2.4.25-3+deb9u11
","","9.8"
"153842","CVE-2021-40438","7.5","High","10.255.112.211","tcp","0","Debian DLA-2776-1 : apache2 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2776 advisory.

    Several vulnerabilities were discovered in the Apache HTTP server. An attacker could send proxied requests
    to arbitrary servers, corrupt memory in some setups involving third-party modules, and cause the server to
    crash. CVE-2021-34798 Malformed requests may cause the server to dereference a NULL pointer.
    CVE-2021-39275 ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No
    included modules pass untrusted data to these functions, but third-party / external modules may.
    CVE-2021-40438 A crafted request uri-path can cause mod_proxy to forward the request to an origin server
    choosen by the remote user. For Debian 9 stretch, these problems have been fixed in version
    2.4.25-3+deb9u11. We recommend that you upgrade your apache2 packages. For the detailed security status of
    apache2 please refer to its security tracker page at: https://security-tracker.debian.org/tracker/apache2
    Further information about Debian LTS security advisories, how to apply these updates to your system and
    frequently asked questions can be found at: https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the apache2 packages.

For Debian 9 stretch, these problems have been fixed in version 2.4.25-3+deb9u11.","https://security-tracker.debian.org/tracker/source-package/apache2
https://www.debian.org/lts/security/2021/dla-2776
https://security-tracker.debian.org/tracker/CVE-2021-34798
https://security-tracker.debian.org/tracker/CVE-2021-39275
https://security-tracker.debian.org/tracker/CVE-2021-40438
https://packages.debian.org/source/stretch/apache2","
Remote package installed : apache2_2.4.25-3+deb9u7
Should be : apache2_2.4.25-3+deb9u11
Remote package installed : apache2-bin_2.4.25-3+deb9u7
Should be : apache2-bin_2.4.25-3+deb9u11
Remote package installed : apache2-data_2.4.25-3+deb9u7
Should be : apache2-data_2.4.25-3+deb9u11
Remote package installed : apache2-utils_2.4.25-3+deb9u7
Should be : apache2-utils_2.4.25-3+deb9u11
","","9.8"
"153844","CVE-2020-19131","5.0","Medium","10.255.112.211","tcp","0","Debian DLA-2777-1 : tiff - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2777 advisory.

    Two security issues were found in TIFF, a widely used format for storing image data, as follows:
    CVE-2020-19131 Buffer Overflow in LibTiff allows attackers to cause a denial of service via the
    invertImage() function in the component tiffcrop. CVE-2020-19144 Buffer Overflow in LibTiff allows
    attackers to cause a denial of service via the in _TIFFmemcpy funtion in the component tif_unix.c. For
    Debian 9 stretch, these problems have been fixed in version 4.0.8-2+deb9u7. We recommend that you upgrade
    your tiff packages. For the detailed security status of tiff please refer to its security tracker page at:
    https://security-tracker.debian.org/tracker/tiff Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the tiff packages.

For Debian 9 stretch, these problems have been fixed in version 4.0.8-2+deb9u7.","https://security-tracker.debian.org/tracker/source-package/tiff
https://www.debian.org/lts/security/2021/dla-2777
https://security-tracker.debian.org/tracker/CVE-2020-19131
https://security-tracker.debian.org/tracker/CVE-2020-19144
https://packages.debian.org/source/stretch/tiff","
Remote package installed : libtiff5_4.0.8-2+deb9u4
Should be : libtiff5_4.0.8-2+deb9u7
","","7.5"
"153844","CVE-2020-19144","5.0","Medium","10.255.112.211","tcp","0","Debian DLA-2777-1 : tiff - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2777 advisory.

    Two security issues were found in TIFF, a widely used format for storing image data, as follows:
    CVE-2020-19131 Buffer Overflow in LibTiff allows attackers to cause a denial of service via the
    invertImage() function in the component tiffcrop. CVE-2020-19144 Buffer Overflow in LibTiff allows
    attackers to cause a denial of service via the in _TIFFmemcpy funtion in the component tif_unix.c. For
    Debian 9 stretch, these problems have been fixed in version 4.0.8-2+deb9u7. We recommend that you upgrade
    your tiff packages. For the detailed security status of tiff please refer to its security tracker page at:
    https://security-tracker.debian.org/tracker/tiff Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the tiff packages.

For Debian 9 stretch, these problems have been fixed in version 4.0.8-2+deb9u7.","https://security-tracker.debian.org/tracker/source-package/tiff
https://www.debian.org/lts/security/2021/dla-2777
https://security-tracker.debian.org/tracker/CVE-2020-19131
https://security-tracker.debian.org/tracker/CVE-2020-19144
https://packages.debian.org/source/stretch/tiff","
Remote package installed : libtiff5_4.0.8-2+deb9u4
Should be : libtiff5_4.0.8-2+deb9u7
","","7.5"
"153845","CVE-2021-22946","5.0","Medium","10.255.112.211","tcp","0","Debian DLA-2773-1 : curl - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2773 advisory.

    Two issues have been found in curl, a command line tool and an easy-to-use client-side library for
    transferring data with URL syntax. CVE-2021-22946 Crafted answers from a server might force clients to not
    use TLS on connections though TLS was required and expected. CVE-2021-22947 When using STARTTLS to
    initiate a TLS connection, the server might send multiple answers before the TLS upgrade and such the
    client would handle them as being trusted. This could be used by a MITM-attacker to inject fake response
    data. For Debian 9 stretch, these problems have been fixed in version 7.52.1-5+deb9u16. We recommend that
    you upgrade your curl packages. For the detailed security status of curl please refer to its security
    tracker page at: https://security-tracker.debian.org/tracker/curl Further information about Debian LTS
    security advisories, how to apply these updates to your system and frequently asked questions can be found
    at: https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the curl packages.

For Debian 9 stretch, these problems have been fixed in version 7.52.1-5+deb9u16.","https://security-tracker.debian.org/tracker/source-package/curl
https://www.debian.org/lts/security/2021/dla-2773
https://security-tracker.debian.org/tracker/CVE-2021-22946
https://security-tracker.debian.org/tracker/CVE-2021-22947
https://packages.debian.org/source/stretch/curl","
Remote package installed : curl_7.52.1-5+deb9u9
Should be : curl_7.52.1-5+deb9u16
Remote package installed : libcurl3_7.52.1-5+deb9u9
Should be : libcurl3_7.52.1-5+deb9u16
Remote package installed : libcurl3-gnutls_7.52.1-5+deb9u9
Should be : libcurl3-gnutls_7.52.1-5+deb9u16
","9.3","7.5"
"153845","CVE-2021-22947","5.0","Medium","10.255.112.211","tcp","0","Debian DLA-2773-1 : curl - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2773 advisory.

    Two issues have been found in curl, a command line tool and an easy-to-use client-side library for
    transferring data with URL syntax. CVE-2021-22946 Crafted answers from a server might force clients to not
    use TLS on connections though TLS was required and expected. CVE-2021-22947 When using STARTTLS to
    initiate a TLS connection, the server might send multiple answers before the TLS upgrade and such the
    client would handle them as being trusted. This could be used by a MITM-attacker to inject fake response
    data. For Debian 9 stretch, these problems have been fixed in version 7.52.1-5+deb9u16. We recommend that
    you upgrade your curl packages. For the detailed security status of curl please refer to its security
    tracker page at: https://security-tracker.debian.org/tracker/curl Further information about Debian LTS
    security advisories, how to apply these updates to your system and frequently asked questions can be found
    at: https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the curl packages.

For Debian 9 stretch, these problems have been fixed in version 7.52.1-5+deb9u16.","https://security-tracker.debian.org/tracker/source-package/curl
https://www.debian.org/lts/security/2021/dla-2773
https://security-tracker.debian.org/tracker/CVE-2021-22946
https://security-tracker.debian.org/tracker/CVE-2021-22947
https://packages.debian.org/source/stretch/curl","
Remote package installed : curl_7.52.1-5+deb9u9
Should be : curl_7.52.1-5+deb9u16
Remote package installed : libcurl3_7.52.1-5+deb9u9
Should be : libcurl3_7.52.1-5+deb9u16
Remote package installed : libcurl3-gnutls_7.52.1-5+deb9u9
Should be : libcurl3-gnutls_7.52.1-5+deb9u16
","9.3","7.5"
"153846","CVE-2021-3712","5.8","Medium","10.255.112.211","tcp","0","Debian DLA-2774-1 : openssl1.0 - LTS security update","The remote Debian host is missing a security-related update.","The remote Debian 9 host has packages installed that are affected by a vulnerability as referenced in the dla-2774
advisory.

  - ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a
    buffer holding the string data and a field holding the buffer length. This contrasts with normal C strings
    which are repesented as a buffer for the string data which is terminated with a NUL (0) byte. Although not
    a strict requirement, ASN.1 strings that are parsed using OpenSSL's own d2i functions (and other similar
    parsing functions) as well as any string whose value has been set with the ASN1_STRING_set() function will
    additionally NUL terminate the byte array in the ASN1_STRING structure. However, it is possible for
    applications to directly construct valid ASN1_STRING structures which do not NUL terminate the byte array
    by directly setting the data and length fields in the ASN1_STRING array. This can also happen by using
    the ASN1_STRING_set0() function. Numerous OpenSSL functions that print ASN.1 data have been found to
    assume that the ASN1_STRING byte array will be NUL terminated, even though this is not guaranteed for
    strings that have been directly constructed. Where an application requests an ASN.1 structure to be
    printed, and where that ASN.1 structure contains ASN1_STRINGs that have been directly constructed by the
    application without NUL terminating the data field, then a read buffer overrun can occur. The same thing
    can also occur during name constraints processing of certificates (for example if a certificate has been
    directly constructed by the application instead of loading it via the OpenSSL parsing functions, and the
    certificate contains non NUL terminated ASN1_STRING structures). It can also occur in the
    X509_get1_email(), X509_REQ_get1_email() and X509_get1_ocsp() functions. If a malicious actor can cause an
    application to directly construct an ASN1_STRING and then process it through one of the affected OpenSSL
    functions then this issue could be hit. This might result in a crash (causing a Denial of Service attack).
    It could also result in the disclosure of private memory contents (such as private keys, or sensitive
    plaintext). Fixed in OpenSSL 1.1.1l (Affected 1.1.1-1.1.1k). Fixed in OpenSSL 1.0.2za (Affected
    1.0.2-1.0.2y). (CVE-2021-3712)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the openssl1.0 packages.

For Debian 9 stretch, this problem has been fixed in version 1.0.2u-1~deb9u6.","https://security-tracker.debian.org/tracker/source-package/openssl1.0
https://www.debian.org/lts/security/2021/dla-2774
https://security-tracker.debian.org/tracker/CVE-2021-3712
https://packages.debian.org/source/stretch/openssl1.0","
Remote package installed : libssl1.0.2_1.0.2r-1~deb9u1
Should be : libssl1.0.2_1.0.2u-1~deb9u6
","","7.4"
"154020","CVE-2020-21913","4.3","Medium","10.255.112.211","tcp","0","Debian DLA-2784-1 : icu - LTS security update","The remote Debian host is missing a security-related update.","The remote Debian 9 host has packages installed that are affected by a vulnerability as referenced in the dla-2784
advisory.

    It was discovered that there was a potential use-after-free vulnerability in icu, a library which provides
    Unicode and locale functionality. CVE-2020-21913 International Components for Unicode (ICU-20850) v66.1
    was discovered to contain a use after free bug in the pkg_createWithAssemblyCode function in the file
    tools/pkgdata/pkgdata.cpp. For Debian 9 Stretch, these problems have been fixed in version 57.1-6+deb9u5.
    We recommend that you upgrade your icu packages. Further information about Debian LTS security advisories,
    how to apply these updates to your system and frequently asked questions can be found at:
    https://wiki.debian.org/LTS

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the icu packages.

For Debian 9 Stretch, these problems have been fixed in version 57.1-6+deb9u5.","https://www.debian.org/lts/security/2021/dla-2784
https://security-tracker.debian.org/tracker/CVE-2020-21913
https://packages.debian.org/source/stretch/icu","
Remote package installed : libicu57_57.1-6+deb9u2
Should be : libicu57_57.1-6+deb9u5
","","5.5"
"154195","CVE-2018-1000168","5.0","Medium","10.255.112.211","tcp","0","Debian DLA-2786-1 : nghttp2 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2786 advisory.

  - nghttp2 version >= 1.10.0 and nghttp2 <= v1.31.0 contains an Improper Input Validation CWE-20
    vulnerability in ALTSVC frame handling that can result in segmentation fault leading to denial of service.
    This attack appears to be exploitable via network client. This vulnerability appears to have been fixed in
    >= 1.31.1. (CVE-2018-1000168)

  - In nghttp2 before version 1.41.0, the overly large HTTP/2 SETTINGS frame payload causes denial of service.
    The proof of concept attack involves a malicious client constructing a SETTINGS frame with a length of
    14,400 bytes (2400 individual settings entries) over and over again. The attack causes the CPU to spike at
    100%. nghttp2 v1.41.0 fixes this vulnerability. There is a workaround to this vulnerability. Implement
    nghttp2_on_frame_recv_callback callback, and if received frame is SETTINGS frame and the number of
    settings entries are large (e.g., > 32), then drop the connection. (CVE-2020-11080)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the nghttp2 packages.

For Debian 9 stretch, these problems have been fixed in version 1.18.1-1+deb9u2.","https://security-tracker.debian.org/tracker/source-package/nghttp2
https://www.debian.org/lts/security/2021/dla-2786
https://security-tracker.debian.org/tracker/CVE-2018-1000168
https://security-tracker.debian.org/tracker/CVE-2020-11080
https://packages.debian.org/source/stretch/nghttp2","
Remote package installed : libnghttp2-14_1.18.1-1
Should be : libnghttp2-14_1.18.1-1+deb9u2
","","7.5"
"154195","CVE-2020-11080","5.0","Medium","10.255.112.211","tcp","0","Debian DLA-2786-1 : nghttp2 - LTS security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 9 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dla-2786 advisory.

  - nghttp2 version >= 1.10.0 and nghttp2 <= v1.31.0 contains an Improper Input Validation CWE-20
    vulnerability in ALTSVC frame handling that can result in segmentation fault leading to denial of service.
    This attack appears to be exploitable via network client. This vulnerability appears to have been fixed in
    >= 1.31.1. (CVE-2018-1000168)

  - In nghttp2 before version 1.41.0, the overly large HTTP/2 SETTINGS frame payload causes denial of service.
    The proof of concept attack involves a malicious client constructing a SETTINGS frame with a length of
    14,400 bytes (2400 individual settings entries) over and over again. The attack causes the CPU to spike at
    100%. nghttp2 v1.41.0 fixes this vulnerability. There is a workaround to this vulnerability. Implement
    nghttp2_on_frame_recv_callback callback, and if received frame is SETTINGS frame and the number of
    settings entries are large (e.g., > 32), then drop the connection. (CVE-2020-11080)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the nghttp2 packages.

For Debian 9 stretch, these problems have been fixed in version 1.18.1-1+deb9u2.","https://security-tracker.debian.org/tracker/source-package/nghttp2
https://www.debian.org/lts/security/2021/dla-2786
https://security-tracker.debian.org/tracker/CVE-2018-1000168
https://security-tracker.debian.org/tracker/CVE-2020-11080
https://packages.debian.org/source/stretch/nghttp2","
Remote package installed : libnghttp2-14_1.18.1-1
Should be : libnghttp2-14_1.18.1-1+deb9u2
","","7.5"
