Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"64912","CVE-2012-3499","4.3","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.24 Multiple XSS Vulnerabilities","The remote web server is affected by multiple cross-site scripting
vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.24. It is, therefore, potentially affected
by the following cross-site scripting vulnerabilities :

  - Errors exist related to the modules mod_info,
    mod_status, mod_imagemap, mod_ldap, and mod_proxy_ftp
    and unescaped hostnames and URIs that could allow cross-
    site scripting attacks. (CVE-2012-3499)

  - An error exists related to the mod_proxy_balancer
    module's manager interface that could allow cross-site
    scripting attacks. (CVE-2012-4558)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.24 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.24
http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.24
"
"64912","CVE-2012-4558","4.3","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.24 Multiple XSS Vulnerabilities","The remote web server is affected by multiple cross-site scripting
vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.24. It is, therefore, potentially affected
by the following cross-site scripting vulnerabilities :

  - Errors exist related to the modules mod_info,
    mod_status, mod_imagemap, mod_ldap, and mod_proxy_ftp
    and unescaped hostnames and URIs that could allow cross-
    site scripting attacks. (CVE-2012-3499)

  - An error exists related to the mod_proxy_balancer
    module's manager interface that could allow cross-site
    scripting attacks. (CVE-2012-4558)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.24 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.24
http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.24
"
"66334","","","None","10.22.169.100","tcp","0","Patch Report","The remote host is missing several patches.","The remote host is missing one or more security patches. This plugin lists the newest version of each patch to install 
to make sure the remote host is up-to-date.

Note: Because the 'Show missing patches that have been superseded' setting in your scan policy depends on this plugin,
it will always run and cannot be disabled.","Install the patches listed below.","","

. You need to take the following action :

[ Apache 2.4.x < 2.4.65 (242629) ]

+ Action to take : Upgrade to Apache version 2.4.65 or later.

+Impact : Taking this action will resolve 53 different vulnerabilities (CVEs).



"
"66717","","","None","10.22.169.100","udp","5353","mDNS Detection (Local Network)","It is possible to obtain information about the remote host.","The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts residing on the same
network segment as Nessus.","Filter incoming traffic to UDP port 5353, if desired.","","Nessus was able to extract the following information :

  - mDNS hostname       : linux.local.

  - Advertised services :
    o Service name      : linux [08:00:27:69:78:54]._workstation._tcp.local.
      Port number       : 9
    o Service name      : Ftp server on linux._ftp._tcp.local.
      Port number       : 22
    o Service name      : linux._sftp-ssh._tcp.local.
      Port number       : 22
    o Service name      : Remote Access on linux._sftp-ssh._tcp.local.
      Port number       : 22
    o Service name      : Remote Access on linux._ssh._tcp.local.
      Port number       : 22

  - CPU type            : I686
  - OS                  : LINUX
"
"68915","CVE-2013-1862","5.1","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.25 Multiple Vulnerabilities","The remote web server may be affected by multiple cross-site scripting
vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.25. It is, therefore, potentially affected
by the following vulnerabilities :

  - A flaw exists in the 'RewriteLog' function where it
    fails to sanitize escape sequences from being written
    to log files, making it potentially vulnerable to
    arbitrary command execution. (CVE-2013-1862)

  - A denial of service vulnerability exists relating to
    the 'mod_dav' module as it relates to MERGE requests.
    (CVE-2013-1896)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.25 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.25
http://httpd.apache.org/security/vulnerabilities_22.html
http://www.nessus.org/u?f050c342","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.25
"
"68915","CVE-2013-1896","5.1","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.25 Multiple Vulnerabilities","The remote web server may be affected by multiple cross-site scripting
vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.25. It is, therefore, potentially affected
by the following vulnerabilities :

  - A flaw exists in the 'RewriteLog' function where it
    fails to sanitize escape sequences from being written
    to log files, making it potentially vulnerable to
    arbitrary command execution. (CVE-2013-1862)

  - A denial of service vulnerability exists relating to
    the 'mod_dav' module as it relates to MERGE requests.
    (CVE-2013-1896)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.25 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.25
http://httpd.apache.org/security/vulnerabilities_22.html
http://www.nessus.org/u?f050c342","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.25
"
"73405","CVE-2013-6438","5.0","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.27 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is a version prior to 2.2.27. It is, therefore,
potentially affected by the following vulnerabilities :

  - A flaw exists with the 'mod_dav' module that is caused
    when tracking the length of CDATA that has leading white
    space. A remote attacker with a specially crafted DAV
    WRITE request can cause the service to stop responding.
    (CVE-2013-6438)

  - A flaw exists in 'mod_log_config' module that is caused
    when logging a cookie that has an unassigned value. A
    remote attacker with a specially crafted request can
    cause the service to crash. (CVE-2014-0098)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.27 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.27
http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.27
"
"73405","CVE-2014-0098","5.0","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.27 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is a version prior to 2.2.27. It is, therefore,
potentially affected by the following vulnerabilities :

  - A flaw exists with the 'mod_dav' module that is caused
    when tracking the length of CDATA that has leading white
    space. A remote attacker with a specially crafted DAV
    WRITE request can cause the service to stop responding.
    (CVE-2013-6438)

  - A flaw exists in 'mod_log_config' module that is caused
    when logging a cookie that has an unassigned value. A
    remote attacker with a specially crafted request can
    cause the service to crash. (CVE-2014-0098)

Note that Nessus did not actually test for these issues, but instead
has relied on the version in the server's banner.","Upgrade to Apache version 2.2.27 or later. Alternatively, ensure that
the affected modules are not in use.","https://archive.apache.org/dist/httpd/CHANGES_2.2.27
http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.27
"
"77531","CVE-2013-5704","6.8","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.28 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.28. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists within the 'mod_headers' module which
    allows a remote attacker to inject arbitrary headers.
    This is done by placing a header in the trailer portion
    of data being sent using chunked transfer encoding.
    (CVE-2013-5704)

  - A flaw exists within the 'mod_deflate' module when
    handling highly compressed bodies. Using a specially
    crafted request, a remote attacker can exploit this to
    cause a denial of service by exhausting memory and CPU
    resources. (CVE-2014-0118)

  - The 'mod_status' module contains a race condition that
    can be triggered when handling the scoreboard. A remote
    attacker can exploit this to cause a denial of service,
    execute arbitrary code, or obtain sensitive credential
    information. (CVE-2014-0226)

  - The 'mod_cgid' module lacks a time out mechanism. Using
    a specially crafted request, a remote attacker can use
    this flaw to cause a denial of service by causing child
    processes to linger indefinitely, eventually filling up
    the scoreboard. (CVE-2014-0231)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.29 or later.

Note that version 2.2.28 was never officially released.","https://www.zerodayinitiative.com/advisories/ZDI-14-236/
https://archive.apache.org/dist/httpd/CHANGES_2.2.29
http://httpd.apache.org/security/vulnerabilities_22.html
http://swende.se/blog/HTTPChunked.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.29
"
"77531","CVE-2014-0118","6.8","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.28 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.28. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists within the 'mod_headers' module which
    allows a remote attacker to inject arbitrary headers.
    This is done by placing a header in the trailer portion
    of data being sent using chunked transfer encoding.
    (CVE-2013-5704)

  - A flaw exists within the 'mod_deflate' module when
    handling highly compressed bodies. Using a specially
    crafted request, a remote attacker can exploit this to
    cause a denial of service by exhausting memory and CPU
    resources. (CVE-2014-0118)

  - The 'mod_status' module contains a race condition that
    can be triggered when handling the scoreboard. A remote
    attacker can exploit this to cause a denial of service,
    execute arbitrary code, or obtain sensitive credential
    information. (CVE-2014-0226)

  - The 'mod_cgid' module lacks a time out mechanism. Using
    a specially crafted request, a remote attacker can use
    this flaw to cause a denial of service by causing child
    processes to linger indefinitely, eventually filling up
    the scoreboard. (CVE-2014-0231)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.29 or later.

Note that version 2.2.28 was never officially released.","https://www.zerodayinitiative.com/advisories/ZDI-14-236/
https://archive.apache.org/dist/httpd/CHANGES_2.2.29
http://httpd.apache.org/security/vulnerabilities_22.html
http://swende.se/blog/HTTPChunked.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.29
"
"77531","CVE-2014-0226","6.8","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.28 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.28. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists within the 'mod_headers' module which
    allows a remote attacker to inject arbitrary headers.
    This is done by placing a header in the trailer portion
    of data being sent using chunked transfer encoding.
    (CVE-2013-5704)

  - A flaw exists within the 'mod_deflate' module when
    handling highly compressed bodies. Using a specially
    crafted request, a remote attacker can exploit this to
    cause a denial of service by exhausting memory and CPU
    resources. (CVE-2014-0118)

  - The 'mod_status' module contains a race condition that
    can be triggered when handling the scoreboard. A remote
    attacker can exploit this to cause a denial of service,
    execute arbitrary code, or obtain sensitive credential
    information. (CVE-2014-0226)

  - The 'mod_cgid' module lacks a time out mechanism. Using
    a specially crafted request, a remote attacker can use
    this flaw to cause a denial of service by causing child
    processes to linger indefinitely, eventually filling up
    the scoreboard. (CVE-2014-0231)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.29 or later.

Note that version 2.2.28 was never officially released.","https://www.zerodayinitiative.com/advisories/ZDI-14-236/
https://archive.apache.org/dist/httpd/CHANGES_2.2.29
http://httpd.apache.org/security/vulnerabilities_22.html
http://swende.se/blog/HTTPChunked.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.29
"
"77531","CVE-2014-0231","6.8","Medium","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.28 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.28. It is, therefore, affected by the
following vulnerabilities :

  - A flaw exists within the 'mod_headers' module which
    allows a remote attacker to inject arbitrary headers.
    This is done by placing a header in the trailer portion
    of data being sent using chunked transfer encoding.
    (CVE-2013-5704)

  - A flaw exists within the 'mod_deflate' module when
    handling highly compressed bodies. Using a specially
    crafted request, a remote attacker can exploit this to
    cause a denial of service by exhausting memory and CPU
    resources. (CVE-2014-0118)

  - The 'mod_status' module contains a race condition that
    can be triggered when handling the scoreboard. A remote
    attacker can exploit this to cause a denial of service,
    execute arbitrary code, or obtain sensitive credential
    information. (CVE-2014-0226)

  - The 'mod_cgid' module lacks a time out mechanism. Using
    a specially crafted request, a remote attacker can use
    this flaw to cause a denial of service by causing child
    processes to linger indefinitely, eventually filling up
    the scoreboard. (CVE-2014-0231)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.29 or later.

Note that version 2.2.28 was never officially released.","https://www.zerodayinitiative.com/advisories/ZDI-14-236/
https://archive.apache.org/dist/httpd/CHANGES_2.2.29
http://httpd.apache.org/security/vulnerabilities_22.html
http://swende.se/blog/HTTPChunked.html","
  Version source    : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.29
"
"86420","","","None","10.22.169.100","tcp","0","Ethernet MAC Addresses","This plugin gathers MAC addresses from various sources and
consolidates them into a list.","This plugin gathers MAC addresses discovered from both remote probing
of the host (e.g. SNMP and Netbios) and from running local checks
(e.g. ifconfig). It then consolidates the MAC addresses into a single,
unique, and uniform list.","n/a","","The following is a consolidated list of detected MAC addresses:
  - 08:00:27:69:78:54
"
"88098","CVE-2003-1418","4.3","Medium","10.22.169.100","tcp","80","Apache Server ETag Header Information Disclosure","The remote web server is affected by an information disclosure
vulnerability.","The remote web server is affected by an information disclosure
vulnerability due to the ETag header providing sensitive information
that could aid an attacker, such as the inode number of requested
files.","Modify the HTTP ETag header of the web server to not include file
inodes in the ETag header calculation. Refer to the linked Apache
documentation for more information.","http://httpd.apache.org/docs/2.2/mod/core.html#FileETag","
Nessus was able to determine that the Apache Server listening on
port 80 leaks the servers inode numbers in the ETag HTTP
Header field : 

  Source                 : ETag: ""407da-13a7-5621593db2080""
  Inode number           : 264154
  File size              : 5031 bytes
  File modification time : Jan.  6, 2018 at 06:21:38 GMT
"
"100995","CVE-2017-3167","7.5","High","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://10.22.169.100/
  Installed version : 2.2.17
  Fixed version     : 2.2.33
"
"100995","CVE-2017-3169","7.5","High","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://10.22.169.100/
  Installed version : 2.2.17
  Fixed version     : 2.2.33
"
"100995","CVE-2017-7659","7.5","High","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://10.22.169.100/
  Installed version : 2.2.17
  Fixed version     : 2.2.33
"
"100995","CVE-2017-7668","7.5","High","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://10.22.169.100/
  Installed version : 2.2.17
  Fixed version     : 2.2.33
"
"100995","CVE-2017-7679","7.5","High","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  URL               : http://10.22.169.100/
  Installed version : 2.2.17
  Fixed version     : 2.2.33
"
"101787","CVE-2017-3167","7.5","High","10.22.169.100","tcp","80","Apache 2.2.x < 2.2.34 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.34. It is, therefore, affected by the
following vulnerabilities :

  - An authentication bypass vulnerability exists in httpd
    due to third-party modules using the
    ap_get_basic_auth_pw() function outside of the
    authentication phase. An unauthenticated, remote
    attacker can exploit this to bypass authentication
    requirements. (CVE-2017-3167)

  - A denial of service vulnerability exists in httpd due to
    a NULL pointer dereference flaw that is triggered when a
    third-party module calls the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A denial of service vulnerability exists in httpd due to
    an out-of-bounds read error in the ap_find_token()
    function that is triggered when handling a specially
    crafted request header sequence. An unauthenticated,
    remote attacker can exploit this to crash the
    service or force ap_find_token() to return an incorrect
    value. (CVE-2017-7668)

  - A denial of service vulnerability exists in httpd due to
    an out-of-bounds read error in the mod_mime that is
    triggered when handling a specially crafted Content-Type
    response header. An unauthenticated, remote attacker can
    exploit this to disclose sensitive information or cause
    a denial of service condition. (CVE-2017-7679)

  - A denial of service vulnerability exists in httpd due to
    a failure to initialize or reset the value placeholder
    in [Proxy-]Authorization headers of type 'Digest' before
    or between successive key=value assignments by
    mod_auth_digest. An unauthenticated, remote attacker can
    exploit this, by providing an initial key with no '='
    assignment, to disclose sensitive information or cause a
    denial of service condition. (CVE-2017-9788)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.34 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.34
https://httpd.apache.org/security/vulnerabilities_22.html","
  Source            : Server: Apache/2.2.17 (PCLinuxOS 2011/PREFORK-1pclos2011)
  Installed version : 2.2.17
  Fixed version     : 2.2.34
"
